ISN,#Status,#ErrorMessage,#DateTime,#TestTime,#DeviceID,008:Open  Commnad Line,010:flash_firmware_checkDMpor,013:flash_firmware_checkDMpor,017:Check Login,018:Login Linux_root,019:Login Linux_PW,020:Check BOOT Status,022:Check PCIE MODE
UL,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LL,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
AVG,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MIN,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MAX,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
STD,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CpU,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CpL,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
Cpk,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
'LoopRunning,PASS,PASS,2025-07-30_00-00-21,266,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-04-51,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-09-23,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-13-55,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-18-37,278,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-23-08,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-27-38,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-31-50,248,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-36-21,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-40-54,270,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-45-36,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-50-07,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-54-37,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_00-59-08,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-03-40,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-08-11,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-12-41,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-17-11,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-21-43,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-26-14,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-30-46,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-35-18,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-39-49,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-44-19,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-48-51,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-53-22,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_01-57-54,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-02-26,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-06-56,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-11-28,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-15-59,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-20-42,278,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-25-14,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-29-46,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-34-17,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-38-50,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-43-21,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-47-54,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-52-24,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_02-57-07,278,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-01-51,280,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-06-22,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-10-55,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-15-28,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-19-59,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-24-30,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-29-02,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-33-33,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-38-05,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-42-36,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-47-06,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-51-38,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_03-56-09,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-00-41,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-05-13,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-09-55,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-14-24,266,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-18-55,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-23-26,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-27-57,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-32-30,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-37-02,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-41-32,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-46-04,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-50-45,278,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-55-16,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_04-59-47,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-04-17,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-08-48,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-13-20,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-17-51,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-22-21,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-26-53,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-31-23,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-35-54,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-40-25,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-44-33,246,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-49-14,278,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-53-55,277,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_05-58-26,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-02-56,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-07-39,280,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-12-10,266,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-16-42,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-21-13,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-25-55,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-30-26,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-34-59,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-39-28,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-43-59,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-48-28,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-52-59,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_06-57-41,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-02-14,269,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-06-55,278,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-11-25,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-16-08,280,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-20-37,266,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-25-07,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-29-39,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-34-09,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-38-42,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-43-14,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-47-44,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-52-14,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_07-56-46,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-01-19,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-05-48,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-10-18,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-15-01,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-19-13,248,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-23-44,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-28-26,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-32-55,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-37-27,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-41-59,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-46-30,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-51-01,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_08-55-33,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-00-04,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-04-23,257,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-08-52,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-13-23,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-18-04,279,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-22-34,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-27-05,267,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-31-36,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-36-09,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-40-20,248,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
'LoopRunning,PASS,PASS,2025-07-30_09-44-51,268,512314,0,@DM PORT found,@SUCCESS,@Kangaroo login:,@Password,@Kangaroo,@~#,@MU310
